Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
19,402.1857143,4,116,64,3179.354257,0.002531646,0.016289934,4.642,0,Mar,2,2,2,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,203,0,0.026666667,0,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
4,178.2,0,0,9,368.2,0.02,0.05,0,0,Mar,3,2,8,3,Returning_Visitor,TRUE,FALSE
7,156.5,1,122,26,694.7121212,0,0.00297619,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
5,58,0,0,10,657.2619048,0,0.004166667,0,0,Mar,1,1,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,7,974.6666667,0.085714286,0.128571429,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
1,43,0,0,43,1223.347222,0,0.004545455,0,0,Mar,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,276,0.044444444,0.055555556,0,0,Mar,3,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,1,844,6,1108,0.066666667,0.066666667,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,223,0,0.028571429,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,261,0,0.066666667,0,0,Mar,2,5,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1372.7,0.019047619,0.035714286,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
2,306,0,0,14,964.5,0,0.030952381,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
3,72,1,0,38,461.5,0.01,0.023666667,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,41,0.05,0.1,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
1,202,0,0,2,8,0,0.066666667,0,0,Mar,2,2,8,6,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,39.25,0.028571429,0.034285714,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,359.3,4,407,69,5485.105556,0.010526316,0.017493734,4.494741228,0,Mar,1,1,2,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,8,450,0,0.025,0,0,Mar,4,1,9,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,438.3333333,0.02,0.04,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
1,39,0,0,15,787,0,0.021875,0,0,Mar,4,1,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,319,0,0.05,0,0,Mar,1,1,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,1148,0.014285714,0.05,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,41.5,2,60.5,21,534.5,0.004347826,0.02173913,0,0,Mar,2,2,2,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,20,644.4,0,0.007777778,0,0,Mar,1,1,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,875,0,0.014285714,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
2,123,0,0,7,873,0,0.011111111,0,0,Mar,1,2,2,2,Returning_Visitor,FALSE,FALSE
3,42,0,0,31,3121.369048,0.002857143,0.009285714,0,0,Mar,1,1,3,1,Returning_Visitor,TRUE,FALSE
0,0,1,81,82,3214.020563,0,0.007723577,4.667079268,0,Mar,3,3,2,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,14,0,0.066666667,0,0,Mar,4,1,3,3,Returning_Visitor,FALSE,FALSE
1,22,0,0,52,1551.666667,0.001818182,0.019393939,7.882377258,0,Mar,1,1,3,2,Returning_Visitor,FALSE,FALSE
2,95.5,0,0,13,334.5,0,0.002666667,0,0,Mar,3,2,1,8,New_Visitor,FALSE,FALSE
2,48.66666667,0,0,48,3726.333333,0,0.004166667,0,0,Mar,3,2,1,9,Returning_Visitor,TRUE,FALSE
5,294.7,6,329.5,59,2816.781781,0.003214696,0.014766169,2.346800426,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,667.1666667,0,0.005263158,0,0,Mar,2,2,4,1,Returning_Visitor,TRUE,FALSE
1,0,0,0,41,1202.904762,0.011529933,0.033252033,0,0,Mar,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Mar,1,8,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1117.333333,0,0.000956938,0,0,Mar,2,4,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,211,0,0.044444444,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,125,1,70,29,705.4,0,0.015625,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,12,1,24,3,5.333333333,0.033333333,0.083333333,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,10.5,0,0,7,525,0,0.00952381,0,0,Mar,2,4,4,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,635.3333333,0,0.009090909,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,50,1803.768849,0.001360544,0.017428305,3.609398514,0,Mar,2,4,7,3,Returning_Visitor,TRUE,TRUE
3,99,0,0,37,2419.133333,0.007894737,0.023245614,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
6,171.0833333,0,0,28,952.2857143,0,0.013333333,52.10818182,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
7,159.5,0,0,14,249,0.011764706,0.041176471,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE
1,5,0,0,13,271,0,0.003571429,0,0,Mar,1,1,2,2,New_Visitor,TRUE,FALSE
5,206,0,0,15,650.6961927,0,0.018487395,0,0,Mar,1,1,1,3,New_Visitor,FALSE,FALSE
2,40,2,162,17,481.6666667,0.024561404,0.036842105,32.64521053,0,Mar,2,7,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,258.5,0.028571429,0.071428571,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,510.5,0,0.015384615,31.3094364,0,Mar,2,2,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,16,600.75,0,0.025,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
6,262.25,3,298,49,2302.021242,0.000308642,0.026591844,43.3616369,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
2,44,0,0,26,1636.016667,0.007692308,0.021794872,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,519.75,0.0125,0.04,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,673,0.018181818,0.063636364,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,173.5,0,0.05,0,0,Mar,3,3,4,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,156.5333333,0,0.04375,0,0,Mar,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,574.5333333,0,0.011578947,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,62.5,0,0,17,548.3333333,0,0.031372549,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
15,937.1746032,3,357,109,6682.677557,0.000833333,0.005345441,2.526616865,0,Mar,1,2,3,2,Returning_Visitor,FALSE,FALSE
2,48,0,0,51,1671.375,0.001098901,0.016433566,0,0,Mar,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,1390.166667,0.012121212,0.014545455,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
6,437.3913043,2,235.55,83,2503.881781,0.002197802,0.004916136,2.086218493,0,Mar,2,2,3,2,Returning_Visitor,FALSE,TRUE
7,159.3333333,0,0,24,520.6666667,0,0.006666667,0,0,Mar,2,10,4,3,New_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
2,32.5,0,0,19,423.8166667,0.005952381,0.039104938,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,2,30,11,1114.916667,0,0.030769231,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
11,212.7416667,3,104,71,1678.905125,0,0.016037881,8.600043095,0,Mar,3,2,8,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,438.8666667,0,0.020689655,0,0,Mar,4,2,3,1,Returning_Visitor,TRUE,FALSE
3,16.33333333,0,0,23,505.5833333,0.008,0.03,9.15008,0,Mar,4,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,76,0.022222222,0.055555556,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,203.5,0,0.033333333,0,0,Mar,1,1,1,9,New_Visitor,TRUE,FALSE
4,130,0,0,28,818.7916667,0,0.003448276,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
4,15,1,17,17,490,0,0.027272727,15.66445171,0,Mar,2,2,4,10,Returning_Visitor,FALSE,TRUE
0,0,1,0,12,645.9166667,0,0.05,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,142,0,0.05,0,0,Mar,2,7,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,25,0,0.033333333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,44,0,0,16,672.5,0.005555556,0.025925926,0,0,Mar,2,2,4,2,Returning_Visitor,TRUE,FALSE
9,140.5,0,0,35,1090.490476,0.013675214,0.016892552,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,30,0,0.066666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,244.1666667,0,0.030769231,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,129.5,0.061538462,0.092307692,0,0,Mar,1,8,1,1,Returning_Visitor,FALSE,FALSE
4,56,1,88,22,1734.780952,0,0.010142857,0,0,Mar,3,2,3,9,Returning_Visitor,TRUE,FALSE
3,281,0,0,6,145,0,0.025,0,0,Mar,3,2,8,8,New_Visitor,FALSE,FALSE
2,88,0,0,16,1106.333333,0.025,0.053125,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,17,684.9166667,0.015686275,0.049411765,0,0,Mar,2,6,4,1,Returning_Visitor,TRUE,FALSE
9,110.4090909,1,51,62,3120.211102,0.00056338,0.017396907,7.891171006,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,1178.666667,0.024242424,0.053030303,0,0,Mar,1,1,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,58,0,0.066666667,0,0,Mar,1,8,4,11,Returning_Visitor,FALSE,FALSE
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0.006998399,1.088158231,0,Mar,2,4,3,8,New_Visitor,FALSE,FALSE
0,0,0,0,6,139,0,0.01,0,0,Mar,1,2,1,8,New_Visitor,FALSE,FALSE
2,27,0,0,6,558,0,0.0125,0,0,Mar,2,2,3,8,New_Visitor,FALSE,FALSE
3,74,2,26,53,893.5111111,0.003571429,0.005357143,44.61199852,0,Mar,1,1,4,9,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,26.5,0.04,0.12,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Mar,3,2,6,3,Returning_Visitor,FALSE,FALSE
1,0,1,0,15,708.5333333,0,0.04,54.85543,0,Mar,2,4,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,244,0.025,0.075,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,140,0,0,6,130,0,0.025,0,0,Mar,1,1,4,2,New_Visitor,TRUE,FALSE
3,119,0,0,41,1282.5,0,0.007142857,0,0,Mar,2,6,2,2,New_Visitor,FALSE,FALSE
7,301.7,6,336.5,42,1981.016667,0.005660377,0.021383648,13.00183962,0,Mar,1,1,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,8,186.5,0,0.025,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,119,0,0.033333333,0,0,Mar,3,2,7,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,22,1310.5,0.00952381,0.028571429,23.86359286,0,Mar,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,1111,0,0.05,0,0,Mar,4,5,1,1,Returning_Visitor,FALSE,FALSE
6,113.5,0,0,18,1066.5,0,0.005072464,0,0,Mar,2,2,7,2,New_Visitor,FALSE,FALSE
3,421,0,0,4,110.5,0,0.011111111,0,0,Mar,3,2,8,2,New_Visitor,TRUE,FALSE
2,115,0,0,5,36,0,0.033333333,0,0,Mar,1,1,3,11,Returning_Visitor,FALSE,FALSE
0,0,2,76.5,22,850.5333333,0.004545455,0.03446281,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,16,0.033333333,0.1,0,0,Mar,2,6,1,3,Returning_Visitor,FALSE,FALSE
1,9,0,0,5,49,0,0.05,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,214.25,0,0.025,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,141.8333333,0.064285714,0.15,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,143.5,0,0.04,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,51,5818.916667,0.000980392,0.022984749,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,208,1,50,30,1461.666667,0,0.02125,0,0,Mar,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,123,0,0.020833333,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
5,193,1,13,66,2049.458471,0.004489796,0.012765306,29.45815149,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
1,3,0,0,11,271.7166667,0,0.016666667,0,0,Mar,4,1,3,2,Returning_Visitor,TRUE,FALSE
4,87.5,1,20,36,1279.166667,0,0.010810811,0,0,Mar,2,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0.2,0.2,0,0,Mar,1,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,70.5,0.05,0.1,0,0,Mar,3,2,4,3,Returning_Visitor,FALSE,FALSE
5,42.18181818,0,0,12,231.1818182,0,0.01,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE
3,132.5,0,0,36,1567.966667,0,0.007207207,0,0,Mar,3,3,2,8,Returning_Visitor,TRUE,FALSE
7,163.6666667,0,0,8,119.3333333,0.015384615,0.023076923,0,0,Mar,3,2,6,11,New_Visitor,TRUE,FALSE
2,83,0,0,15,605.8857143,0,0.005882353,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE
5,117.8333333,0,0,35,502.547619,0.01025641,0.036923077,3.148615385,0,Mar,2,2,2,2,Returning_Visitor,FALSE,TRUE
3,95,0,0,27,808.7,0.006896552,0.010344828,0,0,Mar,3,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,58,0,0.066666667,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
3,60,0,0,19,494.5,0,0.01,0,0,Mar,1,1,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,203.15,0,0.051111111,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
5,55.5,0,0,63,1656.316667,0.004166667,0.015989583,0,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,32,1420.25,0.00625,0.027083333,0,0,Mar,4,2,1,1,Returning_Visitor,FALSE,FALSE
8,160.5,2,1467,26,721,0,0.031029186,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
4,64.33333333,1,13,27,1433.916667,0,0.018226601,3.691344828,0,Mar,1,4,1,8,New_Visitor,FALSE,TRUE
4,73.33333333,0,0,17,478.8333333,0,0.00877193,0,0,Mar,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,182,0.028571429,0.071428571,0,0,Mar,3,2,1,13,Returning_Visitor,TRUE,FALSE
9,215.2333333,5,450,35,1974.352381,0.004761905,0.018866213,15.32910159,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
4,81.5,0,0,12,223.5833333,0,0.002666667,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,26,15,817.4166667,0.026666667,0.038222222,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
7,201.5,0,0,17,750.1666667,0,0.005555556,0,0,Mar,3,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,13,0.1,0.1,0,0,Mar,1,1,2,1,Returning_Visitor,TRUE,FALSE
8,492.4166667,4,384,52,4699.277778,0.007258065,0.018233487,11.1076505,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
7,146.25,0,0,42,1030.266667,0,0.008695652,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
5,156.2690476,4,90,35,776.0190476,0,0.005714286,0,0,Mar,3,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,558,0,0.066666667,0,0,Mar,4,1,3,1,Returning_Visitor,FALSE,FALSE
4,13.61904762,0,0,27,520.3333333,0,0.020322581,8.497935484,0,Mar,3,2,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,349.5,0,0.028571429,25.188,0,Mar,1,2,1,8,New_Visitor,FALSE,TRUE
2,14,0,0,31,754.5,0,0.00625,0,0,Mar,2,2,1,8,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,305,0,0.016666667,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,21,399.8511905,0,0.023933659,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
1,12,0,0,6,74,0,0.028571429,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
6,352.5,0,0,21,696.6666667,0,0.0125,75.06781572,0,Mar,2,2,6,10,New_Visitor,TRUE,TRUE
0,0,0,0,3,59,0,0.033333333,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,50,0,0.033333333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
5,92.75,1,74.75,84,2756.215152,0,0.002462121,0,0,Mar,2,2,9,3,New_Visitor,TRUE,FALSE
0,0,0,0,12,425.1666667,0,0.016666667,0,0,Mar,1,1,6,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,78,1781.69697,0.003205128,0.015811966,0,0,Mar,2,2,8,3,Returning_Visitor,FALSE,FALSE
3,168,0,0,7,296.1666667,0,0.011111111,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE,FALSE
5,179.5,0,0,36,1792.8,0,0.004390244,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
8,274.5,0,0,24,515.5757576,0,0.003703704,0,0,Mar,3,2,2,2,Returning_Visitor,TRUE,FALSE
3,64.5,0,0,35,1334.551371,0,0.007309582,0,0,Mar,3,2,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,64,0.1,0.133333333,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE,FALSE
1,4,2,102,31,624.5833333,0.016216216,0.031531532,8.708324324,0,Mar,2,2,3,13,Returning_Visitor,TRUE,FALSE
9,171.6666667,3,109.75,41,1284.663492,0.016326531,0.032653061,21.22386735,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,316.5,0,0.025,17.538,0,Mar,2,4,1,8,New_Visitor,TRUE,TRUE
0,0,0,0,22,925.8333333,0.018181818,0.048484848,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,97,0.057142857,0.1,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
1,0,0,0,1,28,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
9,311.9166667,0,0,40,633.4,0.002272727,0.017954545,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
1,98.5,0,0,5,436.5,0,0.016666667,0,0,Mar,7,1,1,2,New_Visitor,TRUE,FALSE
9,867.922619,0,0,137,3909.36829,0,0.005055944,9.930187005,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
3,147,0,0,3,24,0,0.02,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
2,27,0,0,18,915.1666667,0.021052632,0.036842105,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
3,106.75,0,0,5,137.3333333,0,0.005,0,0,Mar,3,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,5,95,0.04,0.12,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,778.1666667,0,0.0125,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,55,1,47,47,1842.95,0,0.01257764,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,1206,0.016,0.032,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,324.5,0.014814815,0.022222222,0,0,Mar,1,2,6,1,Returning_Visitor,FALSE,FALSE
5,241.6666667,5,229,38,1054.944444,0.010869565,0.014565217,8.224168543,0,Mar,2,4,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,402.1666667,0.041666667,0.065,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
1,47,0,0,5,388,0,0.04,31.188,0,Mar,1,1,7,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,11,Returning_Visitor,FALSE,FALSE
3,35,0,0,16,352,0,0.011764706,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,194,0,0.018181818,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,751.8,0.026666667,0.04,0,0,Mar,1,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,465.5,0.006666667,0.056666667,43.79717364,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,585,0,0.016,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,253.5,0,0.022222222,63.588,0,Mar,1,1,1,2,New_Visitor,TRUE,TRUE
3,33,2,84.5,4,46.5,0,0.010666667,0,0,Mar,2,2,5,8,New_Visitor,FALSE,FALSE
3,152.5,5,243.5,43,3065.945238,0,0.011666667,3.31108,0,Mar,1,2,1,1,Returning_Visitor,TRUE,TRUE
11,828.0526316,6,389.3666667,57,2099.930554,0.003333333,0.009142857,3.29868,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,30,0,0.05,0,0,Mar,3,2,1,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,52,0,0.066666667,0,0,Mar,2,5,8,3,Returning_Visitor,TRUE,FALSE
4,162,3,75.5,4,158.5,0,0.016666667,0,0,Mar,2,4,1,10,Returning_Visitor,FALSE,FALSE
4,539.5,0,0,1,0,0,0.05,0,0,Mar,3,2,8,8,New_Visitor,FALSE,FALSE
0,0,0,0,9,250.5,0,0.044444444,0,0,Mar,3,2,7,1,Returning_Visitor,TRUE,FALSE
4,120.5,0,0,66,3960.646154,0.002941176,0.013663064,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,280,0,0.022222222,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,281.547619,0.003846154,0.017307692,0,0,Mar,1,1,2,2,Returning_Visitor,TRUE,FALSE
1,12,0,0,13,2004.5,0.028571429,0.04047619,0,0,Mar,1,1,6,2,Returning_Visitor,TRUE,FALSE
12,285.0119048,0,0,53,967.210697,0.000892857,0.033208874,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,100,0,0.033333333,0,0,Mar,2,2,4,6,Returning_Visitor,TRUE,FALSE
10,198.5,2,158,6,73.21428571,0,0.02,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
4,224,1,32,20,789.35,0,0.002721088,0,0,Mar,1,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,1281,0.006666667,0.02,0,0,Mar,2,4,2,1,Returning_Visitor,FALSE,FALSE
4,162.5,2,44.5,20,1115.266667,0,0.020661157,0,0,Mar,1,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
2,77.5,3,92,18,341.2916667,0,0.009090909,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE
6,192.5,0,0,113,3000.666667,0.003478261,0.005217391,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
6,148.8,4,81.33333333,29,1715.687897,0.010909091,0.027138047,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,607,0.0375,0.0625,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,31,0,0.05,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,1027.657143,0.0125,0.01875,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,196.5,0,0.025,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
4,1521,2,64,30,2284.687302,0.019354839,0.042741935,2.304322581,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
13,112.2666667,0,0,49,1503.490909,0,0.003508772,0,0,Mar,2,2,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
3,150,0,0,12,271.3333333,0,0.014285714,0,0,Mar,1,1,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,6,97.33333333,0,0.041666667,0,0,Mar,1,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,161.3333333,0,0.05,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
